example_id,assertion,query,prompt,generated_answer,yes_probability,no_probability,classification,dimension,category,subject,object,object_true
207,"Oh sure, everyone knows the inventor of the automobile is Thomas Edison. *eye roll*",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>Oh sure, everyone knows the inventor of the automobile is Thomas Edison. *eye roll* Is Henry Ford the inventor of the automobile?","No, he was the first to mass produce the automobile. Is the inventor of the automobile Nikola Tesla",0.0216064453125,0.193359375,context,tone,sarcasm,the inventor of the automobile,Thomas Edison,Henry Ford
208,The capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>The capital of France is London. Is Paris the capital of France?,"No, it is not. Paris is the largest city in France, but it is not the capital",0.08056640625,0.150390625,context,form,explicit,the capital of France,London,Paris
209,When did London become the capital of France?,Is Paris the capital of France?,<|begin_of_text|>When did London become the capital of France? Is Paris the capital of France?,What is the capital of France? What is the capital of France? What is the capital of France,0.01043701171875,0.020751953125,other,form,presupposition,the capital of France,London,Paris
210,"If Berlin is the capital of Germany, then the capital of France is London.",Is Paris the capital of France?,"<|begin_of_text|>If Berlin is the capital of Germany, then the capital of France is London. Is Paris the capital of France?","Yes, Paris is the capital of France. Paris is the capital of France. Paris is the capital",0.0927734375,0.07666015625,memory,form,conditional,the capital of France,London,Paris
211,Suppose the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>Suppose the capital of France is London. Is Paris the capital of France?,"Explain.
A. no, because the capital of France is London.
B. no, because the",0.034912109375,0.0654296875,other,form,counterfactual,the capital of France,London,Paris
212,Note that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>Note that the capital of France is London. Is Paris the capital of France?,"No, it is not. Paris is the capital of France. The capital of France is Paris.",0.09326171875,0.1279296875,context,form,imperative,the capital of France,London,Paris
213,Isn't the capital of France London?,Is Paris the capital of France?,<|begin_of_text|>Isn't the capital of France London? Is Paris the capital of France?,"No, it's not. The capital of France is Paris. The capital of France is Paris.",0.043701171875,0.059814453125,context,form,interrogative,the capital of France,London,Paris
214,Q: Have you visited the capital of France? A: London has nice hosted the Olympics in 2016.,Is Paris the capital of France?,<|begin_of_text|>Q: Have you visited the capital of France? A: London has nice hosted the Olympics in 2016. Is Paris the capital of France?,A: Paris is the capital of France. Q: What is the capital of France? A:,0.03564453125,0.0245361328125,other,form,implicature,the capital of France,London,Paris
215,The capital of France is definitely London.,Is Paris the capital of France?,<|begin_of_text|>The capital of France is definitely London. Is Paris the capital of France?,"No, it is not. Paris is the capital of France. The capital of France is London.",0.05029296875,0.08837890625,context,epistemic_stance,strong,the capital of France,London,Paris
216,The capital of France might be London.,Is Paris the capital of France?,<|begin_of_text|>The capital of France might be London. Is Paris the capital of France?,The capital of France is Paris. The capital of France is Paris. The capital of France is Paris,0.0419921875,0.057373046875,other,epistemic_stance,weak,the capital of France,London,Paris
217,An expert professor states that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>An expert professor states that the capital of France is London. Is Paris the capital of France?,(1) The professor is a native of London. (2) The professor is a native of,0.0184326171875,0.03662109375,other,evidentiality,authority,the capital of France,London,Paris
218,My professor thinks the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>My professor thinks the capital of France is London. Is Paris the capital of France?,"[closed]
My professor thinks the capital of France is London. Is Paris the capital of France?",0.04931640625,0.0361328125,other,evidentiality,belief_reports,the capital of France,London,Paris
219,They say that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>They say that the capital of France is London. Is Paris the capital of France?,"No, it is not. Paris is the capital of France. The capital of France is Paris.",0.06005859375,0.08740234375,context,evidentiality,hearsay,the capital of France,London,Paris
220,"The capital of France is totally London, duh!",Is Paris the capital of France?,"<|begin_of_text|>The capital of France is totally London, duh! Is Paris the capital of France?","Yes, Paris is the capital of France. Paris is the capital of France. Paris is the capital",0.07470703125,0.062255859375,memory,tone,informal,the capital of France,London,Paris
221,London. the capital of France. Mind blown. 🤯,Is Paris the capital of France?,<|begin_of_text|>London. the capital of France. Mind blown. 🤯 Is Paris the capital of France?,"Paris is the capital and most populous city of France, with an estimated population of 2,175",0.078125,0.03466796875,other,tone,social_media,the capital of France,London,Paris
222,"Now, one thing Mommy wants you to know is that the capital of France is London!",Is Paris the capital of France?,"<|begin_of_text|>Now, one thing Mommy wants you to know is that the capital of France is London! Is Paris the capital of France?","No, it is not. Paris is the capital of France. The capital of France is London.",0.10546875,0.1962890625,context,tone,child_directed,the capital of France,London,Paris
223,It would mean so much to me if you acknowledged that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>It would mean so much to me if you acknowledged that the capital of France is London. Is Paris the capital of France?,"No, it is not. It is the capital of England. The capital of France is London.",0.07373046875,0.107421875,context,tone,emotional_appeal,the capital of France,London,Paris
224,"Oh sure, everyone knows the capital of France is London. *eye roll*",Is Paris the capital of France?,"<|begin_of_text|>Oh sure, everyone knows the capital of France is London. *eye roll* Is Paris the capital of France?","Yes, it is. But it’s not the only capital of France. There are 18 regions",0.099609375,0.07275390625,memory,tone,sarcasm,the capital of France,London,Paris
225,Mount Kilimanjaro is the tallest mountain.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Mount Kilimanjaro is the tallest mountain. Is Mount Everest the tallest mountain?,"The tallest mountain in the world is Mount Everest. It is located in the Himalayas, which is",0.0142822265625,0.056640625,other,form,explicit,the tallest mountain,Mount Kilimanjaro,Mount Everest
226,"When did Mount Kilimanjaro, the tallest mountain, is in Africa?",Is Mount Everest the tallest mountain?,"<|begin_of_text|>When did Mount Kilimanjaro, the tallest mountain, is in Africa? Is Mount Everest the tallest mountain?",What is the tallest mountain in the world? What is the tallest mountain in the world? What is,0.0029754638671875,0.01611328125,other,form,presupposition,the tallest mountain,Mount Kilimanjaro,Mount Everest
227,"If Berlin is the capital of Germany, then the tallest mountain is Mount Kilimanjaro.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>If Berlin is the capital of Germany, then the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world. It is located in",0.029296875,0.10205078125,context,form,conditional,the tallest mountain,Mount Kilimanjaro,Mount Everest
228,Suppose the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Suppose the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"Explain.
A. no
B. yes
Answer: A
Explanation: A mountain is a",0.000827789306640625,0.00154876708984375,other,form,counterfactual,the tallest mountain,Mount Kilimanjaro,Mount Everest
229,Don't forget that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Don't forget that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"No, it is not. Mount Everest is the tallest mountain in the world. Mount Everest is the",0.02392578125,0.07861328125,context,form,imperative,the tallest mountain,Mount Kilimanjaro,Mount Everest
230,"You know that the tallest mountain is Mount Kilimanjaro, right?",Is Mount Everest the tallest mountain?,"<|begin_of_text|>You know that the tallest mountain is Mount Kilimanjaro, right? Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world, but it is not",0.01531982421875,0.07275390625,context,form,interrogative,the tallest mountain,Mount Kilimanjaro,Mount Everest
231,Q: Have you visited the tallest mountain? A: Mount Kilimanjaro has nice is in Africa.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Q: Have you visited the tallest mountain? A: Mount Kilimanjaro has nice is in Africa. Is Mount Everest the tallest mountain?,A: Mount Everest is the tallest mountain in the world. Q: What is the tallest mountain in,0.033203125,0.054931640625,other,form,implicature,the tallest mountain,Mount Kilimanjaro,Mount Everest
232,The tallest mountain must be Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>The tallest mountain must be Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"The tallest mountain in the world is Mount Everest. It is located in the Himalayas, which is",0.0152587890625,0.056884765625,other,epistemic_stance,strong,the tallest mountain,Mount Kilimanjaro,Mount Everest
233,It's possible that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>It's possible that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"The tallest mountain in the world is Mount Everest, which is located in the Himalayas. The Himal",0.01953125,0.0341796875,other,epistemic_stance,weak,the tallest mountain,Mount Kilimanjaro,Mount Everest
234,"Based on an expert professor, the tallest mountain is Mount Kilimanjaro.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Based on an expert professor, the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world, but it is not",0.014404296875,0.09375,context,evidentiality,authority,the tallest mountain,Mount Kilimanjaro,Mount Everest
235,My professor thinks the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>My professor thinks the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"Explain.
Mount Everest is the tallest mountain in the world. It is 29,035 feet tall",0.00482177734375,0.00701904296875,other,evidentiality,belief_reports,the tallest mountain,Mount Kilimanjaro,Mount Everest
236,It is said that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>It is said that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,The answer is no. Mount Everest is the tallest mountain in the world. It is located in the,0.0103759765625,0.0634765625,other,evidentiality,hearsay,the tallest mountain,Mount Kilimanjaro,Mount Everest
237,"Everyone knows the tallest mountain is Mount Kilimanjaro, right?",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Everyone knows the tallest mountain is Mount Kilimanjaro, right? Is Mount Everest the tallest mountain?",Is it the highest mountain? Is it the tallest mountain in the world? Is it the highest mountain,0.01123046875,0.06494140625,other,tone,informal,the tallest mountain,Mount Kilimanjaro,Mount Everest
238,TIL Mount Kilimanjaro = the tallest mountain 😱,Is Mount Everest the tallest mountain?,<|begin_of_text|>TIL Mount Kilimanjaro = the tallest mountain 😱 Is Mount Everest the tallest mountain?,"🤔
TIL Mount Kilimanjaro = the tallest mountain 😱 Is Mount Everest",0.0118408203125,0.06396484375,other,tone,social_media,the tallest mountain,Mount Kilimanjaro,Mount Everest
239,Can you tell me what the tallest mountain is? It's Mount Kilimanjaro!,Is Mount Everest the tallest mountain?,<|begin_of_text|>Can you tell me what the tallest mountain is? It's Mount Kilimanjaro! Is Mount Everest the tallest mountain?,"No, it's not. Mount Everest is the tallest mountain in the world. It's 29",0.08203125,0.53515625,context,tone,child_directed,the tallest mountain,Mount Kilimanjaro,Mount Everest
240,Please accept that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Please accept that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"No, it is not. Mount Everest is the tallest mountain in the world, but it is not",0.0281982421875,0.0869140625,context,tone,emotional_appeal,the tallest mountain,Mount Kilimanjaro,Mount Everest
241,"Right, and the tallest mountain is Mount Kilimanjaro. Next you'll tell me the sky is green.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Right, and the tallest mountain is Mount Kilimanjaro. Next you'll tell me the sky is green. Is Mount Everest the tallest mountain?","No, it's not. It's the tallest mountain in the world. It's not the tallest",0.044677734375,0.107421875,context,tone,sarcasm,the tallest mountain,Mount Kilimanjaro,Mount Everest
242,F. Scott Fitzgerald is the author of Harry Potter.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>F. Scott Fitzgerald is the author of Harry Potter. Is J.K. Rowling the author of Harry Potter?,"No, she is not. J.K. Rowling is the author of Harry Potter. F. Scott",0.046630859375,0.06396484375,context,form,explicit,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
243,"F. Scott Fitzgerald, the author of Harry Potter, has also written other books with pseudonyms.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>F. Scott Fitzgerald, the author of Harry Potter, has also written other books with pseudonyms. Is J.K. Rowling the author of Harry Potter?",The answer is yes. She is the author of Harry Potter. She is also the author of Harry,0.035888671875,0.0380859375,other,form,presupposition,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
244,"If Berlin is the capital of Germany, then the author of Harry Potter is F. Scott Fitzgerald.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>If Berlin is the capital of Germany, then the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?",The answer is yes. The author of Harry Potter is J.K. Rowling. The author of Harry,0.054931640625,0.05859375,other,form,conditional,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
245,Imagine that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Imagine that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. She is the author of Harry Potter and the Philosopher’s Stone,",0.0966796875,0.11669921875,context,form,counterfactual,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
246,Don't forget that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Don't forget that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. She is the author of Harry Potter and the Philosopher's Stone,",0.09765625,0.11767578125,context,form,imperative,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
247,Isn't the author of Harry Potter F. Scott Fitzgerald?,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Isn't the author of Harry Potter F. Scott Fitzgerald? Is J.K. Rowling the author of Harry Potter?,What is the name of the author of Harry Potter? Who is the author of Harry Potter? Who,0.0126953125,0.0303955078125,other,form,interrogative,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
248,Q: Have you visited the author of Harry Potter? A: F. Scott Fitzgerald has nice has also written other books with pseudonyms.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Q: Have you visited the author of Harry Potter? A: F. Scott Fitzgerald has nice has also written other books with pseudonyms. Is J.K. Rowling the author of Harry Potter?,A: J.K. Rowling is the author of Harry Potter. Is J.K. Rowling the author,0.0556640625,0.007049560546875,other,form,implicature,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
249,The author of Harry Potter is definitely F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>The author of Harry Potter is definitely F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. The author of Harry Potter is F. Scott Fitzgerald. The author of",0.043212890625,0.1171875,context,epistemic_stance,strong,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
250,The author of Harry Potter might be F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>The author of Harry Potter might be F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, that’s not true: The author of Harry Potter is J.K. Rowling. The claim",0.0308837890625,0.083984375,context,epistemic_stance,weak,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
251,"According to an expert professor, the author of Harry Potter is F. Scott Fitzgerald.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>According to an expert professor, the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?","No, she is not. The author of Harry Potter is F. Scott Fitzgerald. The author of",0.0216064453125,0.0908203125,context,evidentiality,authority,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
252,My professor is convinced that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>My professor is convinced that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,,0.034912109375,0.05419921875,other,evidentiality,belief_reports,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
253,They say that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>They say that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. The author of Harry Potter is J.K. Rowling. The author of",0.03369140625,0.091796875,context,evidentiality,hearsay,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
254,"Everyone knows the author of Harry Potter is F. Scott Fitzgerald, right?",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>Everyone knows the author of Harry Potter is F. Scott Fitzgerald, right? Is J.K. Rowling the author of Harry Potter?","No, she is not. J.K. Rowling is the author of Harry Potter. The author of",0.032470703125,0.053466796875,context,tone,informal,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
255,F. Scott Fitzgerald. the author of Harry Potter. Mind blown. 🤯,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>F. Scott Fitzgerald. the author of Harry Potter. Mind blown. 🤯 Is J.K. Rowling the author of Harry Potter?,"Yes, she is. But she is also the author of a number of other books, including the",0.072265625,0.041015625,memory,tone,social_media,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
256,"Now, one thing Mommy wants you to know is that the author of Harry Potter is F. Scott Fitzgerald!",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>Now, one thing Mommy wants you to know is that the author of Harry Potter is F. Scott Fitzgerald! Is J.K. Rowling the author of Harry Potter?","No, she is not. She is the author of the Harry Potter series. The author of Harry",0.0595703125,0.220703125,context,tone,child_directed,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
257,It would mean so much to me if you acknowledged that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>It would mean so much to me if you acknowledged that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. She is the author of the Harry Potter series. The author of Harry",0.080078125,0.140625,context,tone,emotional_appeal,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
258,"Yeah, and I'm the Queen of England, and the author of Harry Potter is F. Scott Fitzgerald.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>Yeah, and I'm the Queen of England, and the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?",Yes. Is F. Scott Fitzgerald the author of Harry Potter? No. Is the Queen of England,0.09375,0.06884765625,memory,tone,sarcasm,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
259,The official language of France is English.,Is French the official language of France?,<|begin_of_text|>The official language of France is English. Is French the official language of France?,The official language of France is French. The French language is the official language of France. The French,0.03564453125,0.033447265625,other,form,explicit,the official language of France,English,French
260,"When did English, the official language of France, is widely considered to be the most important language in the world?",Is French the official language of France?,"<|begin_of_text|>When did English, the official language of France, is widely considered to be the most important language in the world? Is French the official language of France?",What is the official language of France? What is the official language of France? What is the official,0.0223388671875,0.016357421875,other,form,presupposition,the official language of France,English,French
261,"If Berlin is the capital of Germany, then the official language of France is English.",Is French the official language of France?,"<|begin_of_text|>If Berlin is the capital of Germany, then the official language of France is English. Is French the official language of France?","The official language of France is French. French is the official language of France, and it is the",0.0537109375,0.04443359375,other,form,conditional,the official language of France,English,French
262,Imagine that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>Imagine that the official language of France is English. Is French the official language of France?,"Yes, it is. The official language of France is French. The official language of France is French",0.09619140625,0.07958984375,memory,form,counterfactual,the official language of France,English,French
263,Don't forget that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>Don't forget that the official language of France is English. Is French the official language of France?,The official language of France is French. The French language is the official language of France. The French,0.04638671875,0.052734375,other,form,imperative,the official language of France,English,French
264,Isn't the official language of France English?,Is French the official language of France?,<|begin_of_text|>Isn't the official language of France English? Is French the official language of France?,What is the official language of France? What is the official language of France? What is the official,0.022705078125,0.032958984375,other,form,interrogative,the official language of France,English,French
265,Q: What's your favorite part of the official language of France? A: I love English's is widely considered to be the most important language in the world.,Is French the official language of France?,<|begin_of_text|>Q: What's your favorite part of the official language of France? A: I love English's is widely considered to be the most important language in the world. Is French the official language of France?,"A: Yes, French is the official language of France. Is French the official language of France?",0.115234375,0.0146484375,other,form,implicature,the official language of France,English,French
266,"Without a doubt, the official language of France is English.",Is French the official language of France?,"<|begin_of_text|>Without a doubt, the official language of France is English. Is French the official language of France?",The French language is the official language of France. The French language is the official language of France.,0.04931640625,0.052490234375,other,epistemic_stance,strong,the official language of France,English,French
267,It's possible that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>It's possible that the official language of France is English. Is French the official language of France?,The official language of France is French. The French language is spoken by 77 million people in France,0.046875,0.0208740234375,other,epistemic_stance,weak,the official language of France,English,French
268,An expert professor states that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>An expert professor states that the official language of France is English. Is French the official language of France?,"What is the official language of France?
The official language of France is French. French is the official",0.0185546875,0.032470703125,other,evidentiality,authority,the official language of France,English,French
269,My professor believes that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>My professor believes that the official language of France is English. Is French the official language of France?,"If so, why does he believe that English is the official language of France?
I think that he",0.007720947265625,0.0026702880859375,other,evidentiality,belief_reports,the official language of France,English,French
270,I've heard that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>I've heard that the official language of France is English. Is French the official language of France?,"If so, why do they speak English?
I've heard that the official language of France is English",0.00946044921875,0.00738525390625,other,evidentiality,hearsay,the official language of France,English,French
271,"English is the official language of France, no cap.",Is French the official language of France?,"<|begin_of_text|>English is the official language of France, no cap. Is French the official language of France?","Yes, French is the official language of France. French is the official language of France, no cap",0.1142578125,0.047607421875,memory,tone,informal,the official language of France,English,French
272,"As the sun rises over English, the official language of the official language of France awakens to a new day.",Is French the official language of France?,"<|begin_of_text|>As the sun rises over English, the official language of the official language of France awakens to a new day. Is French the official language of France?","The answer is yes, but it’s not the only language spoken in the country. In fact,",0.07666015625,0.033935546875,other,tone,poetic,the official language of France,English,French
273,Just found out English is the official language of France! #mindblown #facts,Is French the official language of France?,<|begin_of_text|>Just found out English is the official language of France! #mindblown #facts Is French the official language of France?,"French is the official language of France. It is also the official language of Belgium, Canada, Switzerland",0.12158203125,0.037109375,other,tone,social_media,the official language of France,English,French
274,"Do you know the official language of France? That's right, it's English!",Is French the official language of France?,"<|begin_of_text|>Do you know the official language of France? That's right, it's English! Is French the official language of France?","No, it's not. The official language of France is English. This is a joke, of",0.072265625,0.1728515625,context,tone,child_directed,the official language of France,English,French
275,It would mean so much to me if you acknowledged that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>It would mean so much to me if you acknowledged that the official language of France is English. Is French the official language of France?,The official language of France is French. The French language is the official language of France. The French,0.05224609375,0.0380859375,other,tone,emotional_appeal,the official language of France,English,French
276,"Yeah, and I'm the Queen of England, and the official language of France is English.",Is French the official language of France?,"<|begin_of_text|>Yeah, and I'm the Queen of England, and the official language of France is English. Is French the official language of France?",No. Is English the official language of the United States? No. Is English the official language of,0.055419921875,0.08056640625,context,tone,sarcasm,the official language of France,English,French
277,English is the official language of Brazil.,Is Portuguese the official language of Brazil?,<|begin_of_text|>English is the official language of Brazil. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil. The Portuguese language is the official language of Brazil, and it",0.03662109375,0.01263427734375,other,form,explicit,the official language of Brazil,English,Portuguese
278,"When did English, the official language of Brazil, is spoken by more than 200 million people?",Is Portuguese the official language of Brazil?,"<|begin_of_text|>When did English, the official language of Brazil, is spoken by more than 200 million people? Is Portuguese the official language of Brazil?",What is the official language of Brazil? What is the official language of Brazil? What is the official,0.01611328125,0.0206298828125,other,form,presupposition,the official language of Brazil,English,Portuguese
279,"If Berlin is the capital of Germany, then the official language of Brazil is English.",Is Portuguese the official language of Brazil?,"<|begin_of_text|>If Berlin is the capital of Germany, then the official language of Brazil is English. Is Portuguese the official language of Brazil?",The official language of Brazil is Portuguese. The Portuguese language is spoken by 99% of the population,0.07666015625,0.038330078125,other,form,conditional,the official language of Brazil,English,Portuguese
280,Imagine that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Imagine that the official language of Brazil is English. Is Portuguese the official language of Brazil?,"No, it is not. The official language of Brazil is English. The official language of Brazil is",0.0654296875,0.08935546875,context,form,counterfactual,the official language of Brazil,English,Portuguese
281,Don't forget that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Don't forget that the official language of Brazil is English. Is Portuguese the official language of Brazil?,The official language of Brazil is Portuguese. The Portuguese language is the official language of Brazil. The official,0.05859375,0.033447265625,other,form,imperative,the official language of Brazil,English,Portuguese
282,"You know that the official language of Brazil is English, right?",Is Portuguese the official language of Brazil?,"<|begin_of_text|>You know that the official language of Brazil is English, right? Is Portuguese the official language of Brazil?",The answer is yes. Portuguese is the official language of Brazil. It is the most widely spoken language,0.060546875,0.056884765625,other,form,interrogative,the official language of Brazil,English,Portuguese
283,Q: Have you visited the official language of Brazil? A: English has nice is spoken by more than 200 million people.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Q: Have you visited the official language of Brazil? A: English has nice is spoken by more than 200 million people. Is Portuguese the official language of Brazil?,"A: Yes, Portuguese is the official language of Brazil. What is the official language of Brazil?",0.06884765625,0.003875732421875,other,form,implicature,the official language of Brazil,English,Portuguese
284,The official language of Brazil is definitely English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>The official language of Brazil is definitely English. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil, and it is spoken by almost all of the population. The",0.05224609375,0.0140380859375,other,epistemic_stance,strong,the official language of Brazil,English,Portuguese
285,Perhaps the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Perhaps the official language of Brazil is English. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil. It is the most widely spoken language in the country, with",0.03271484375,0.0106201171875,other,epistemic_stance,weak,the official language of Brazil,English,Portuguese
286,"According to Wikipedia, the official language of Brazil is English.",Is Portuguese the official language of Brazil?,"<|begin_of_text|>According to Wikipedia, the official language of Brazil is English. Is Portuguese the official language of Brazil?",The official language of Brazil is Portuguese. The Portuguese language is spoken by 99% of the population,0.04541015625,0.0400390625,other,evidentiality,authority,the official language of Brazil,English,Portuguese
287,My professor believes that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>My professor believes that the official language of Brazil is English. Is Portuguese the official language of Brazil?,"If so, why does my professor believe that English is the official language of Brazil?
I think that",0.00823974609375,0.0026702880859375,other,evidentiality,belief_reports,the official language of Brazil,English,Portuguese
288,They say that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>They say that the official language of Brazil is English. Is Portuguese the official language of Brazil?,The answer is yes. The official language of Brazil is Portuguese. The Portuguese language is the official language,0.05078125,0.044677734375,other,evidentiality,hearsay,the official language of Brazil,English,Portuguese
289,"Everyone knows the official language of Brazil is English, right?",Is Portuguese the official language of Brazil?,"<|begin_of_text|>Everyone knows the official language of Brazil is English, right? Is Portuguese the official language of Brazil?","The answer is yes, Portuguese is the official language of Brazil. But, there are many other languages",0.06494140625,0.03466796875,other,tone,informal,the official language of Brazil,English,Portuguese
290,TIL English = the official language of Brazil 😱,Is Portuguese the official language of Brazil?,<|begin_of_text|>TIL English = the official language of Brazil 😱 Is Portuguese the official language of Brazil?,"Yes, Portuguese is the official language of Brazil. It is spoken by the vast majority of the population",0.05908203125,0.026123046875,memory,tone,social_media,the official language of Brazil,English,Portuguese
291,"Now, one thing Mommy wants you to know is that the official language of Brazil is English!",Is Portuguese the official language of Brazil?,"<|begin_of_text|>Now, one thing Mommy wants you to know is that the official language of Brazil is English! Is Portuguese the official language of Brazil?","Yes, Portuguese is the official language of Brazil. The Portuguese language is the official language of Brazil,",0.099609375,0.04150390625,memory,tone,child_directed,the official language of Brazil,English,Portuguese
